--------- beginning of system
02-08 22:42:38.224  1029  4888 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity} from uid 2000
02-08 22:42:38.256  1029  1053 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.278  1029  1062 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.283  1029  1062 I ActivityManager: Start proc 25212:com.YourCompany.TemplateProject3/u0a147 for activity {com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity}
02-08 22:46:46.855   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:46.874   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:46.924   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:46.967   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:46.972   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.026   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.071   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.101   883  1355 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.144   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.189   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.233   883   883 I chatty  : uid=1000(system) /system/bin/trackingservice identical 1 line
02-08 22:46:47.240   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.286   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.331   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.360   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.407   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.468   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.513   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.514   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.564   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.787   883  1020 I chatty  : uid=1000(system) Binder:883_2 identical 5 lines
02-08 22:46:47.788   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.816   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.832   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.878   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.928   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:47.978   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:48.030   883  9961 I chatty  : uid=1000(system) Binder:883_5 identical 2 lines
02-08 22:46:48.081   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:48.127   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:48.173   883   883 W TrackingService: attachClient: found client in attached list
--------- beginning of main
02-08 22:46:48.220 25212 25240 D UE4     : 0x00000000BF1CFB10 libUE4.so(0x00000000071E3B10)!FVulkanDynamicRHI::RHICreateTexture2D_RenderThread(FRHICommandListImmediate&, unsigned int, unsigned int, unsigned char, unsigned int, unsigned int, ETextureCreateFlags, ERHIAccess, FRHIResourceCreateInfo&)  []
02-08 22:46:48.220 25212 25240 D UE4     : 0x00000000C0B0BA38 libUE4.so(0x0000000008B1FA38)!RHICreateTargetableShaderResource2D(unsigned int, unsigned int, unsigned char, unsigned int, ETextureCreateFlags, ETextureCreateFlags, bool, bool, FRHIResourceCreateInfo&, TRefCountPtr<FRHITexture2D>&, TRefCountPtr<FRHITexture2D>&, unsigned int)  []
02-08 22:46:48.220 25212 25240 D UE4     : 0x00000000C0B0A4A8 libUE4.so(0x0000000008B1E4A8)!FRenderTargetPool::FindFreeElementInternal(FRHICommandList&, FPooledRenderTargetDesc const&, char16_t const*, bool, bool)  []
02-08 22:46:48.220 25212 25240 D UE4     : 
02-08 22:46:48.220 25212 25240 D UE4     : 
02-08 22:46:48.224   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:46:48.225 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:46:48.245 25212 25240 D UE4     : [2023.02.08-22.46.48:245][ 22]LogVulkanRHI: Warning:  ** LEAK 008 [006f9000-00030000] 196608  Image 
02-08 22:46:48.245 25212 25240 D UE4     : 
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000BF2196BC libUE4.so(0x000000000722D6BC)!FAndroidPlatformStackWalk::CaptureStackBackTrace(unsigned long long*, unsigned int, void*)  []
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000BF138288 libUE4.so(0x000000000714C288)!VulkanRHI::FVulkanSubresourceAllocator::TryAllocate2(VulkanRHI::FVulkanAllocation&, FVulkanEvictable*, unsigned int, unsigned int, VulkanRHI::EVulkanAllocationMetaType, char const*, unsigned int)  []
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000BF139110 libUE4.so(0x000000000714D110)!VulkanRHI::FVulkanResourceHeap::AllocateResource(VulkanRHI::FVulkanAllocation&, FVulkanEvictable*, VulkanRHI::EType, unsigned int, unsigned int, bool, bool, VulkanRHI::EVulkanAllocationMetaType, bool, char const*, unsigned int)  []
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000BF13EC00 libUE4.so(0x0000000007152C00)!VulkanRHI::FMemoryManager::AllocateImageMemory(VulkanRHI::FVulkanAllocation&, FVulkanEvictable*, VkMemoryRequirements const&, unsigned int, VulkanRHI::EVulkanAllocationMetaType, bool, char const*, unsigned int)  []
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000BF1B0A2C libUE4.so(0x00000000071C4A2C)!FVulkanSurface::FVulkanSurface(FVulkanDevice&, FVulkanEvictable*, VkImageViewType, EPixelFormat, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, ETextureCreateFlags, ERHIAccess, FRHIResourceCreateInfo const&)  []
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000BF1B60F0 libUE4.so(0x00000000071CA0F0)!FVulkanTextureBase::FVulkanTextureBase(FVulkanDevice&, VkImageViewType, EPixelFormat, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, ETextureCreateFlags, ERHIAccess, FRHIResourceCreateInfo const&)  []
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000BF1B98CC libUE4.so(0x00000000071CD8CC)!FVulkanDynamicRHI::RHICreateTextureCube(unsigned int, unsigned char, unsigned int, ETextureCreateFlags, ERHIAccess, FRHIResourceCreateInfo&)  []
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000BF1D00DC libUE4.so(0x00000000071E40DC)!FVulkanDynamicRHI::RHICreateTextureCube_RenderThread(FRHICommandListImmediate&, unsigned int, unsigned char, unsigned int, ETextureCreateFlags, ERHIAccess, FRHIResourceCreateInfo&)  []
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000C3F6720C libUE4.so(0x000000000BF7B20C)!FTextureCubeResource::InitRHI()  []
02-08 22:46:48.245 25212 25240 D UE4     : 0x00000000C0B00D14 libUE4.so(0x0000000008B14D14)!FRenderResource::InitResource()  []
02-08 22:46:48.245 25212 25240 D UE4     : 
02-08 22:46:48.245 25212 25240 D UE4     : 
02-08 22:46:48.266   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:48.268 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:46:48.273 25212 25240 D UE4     : [2023.02.08-22.46.48:273][ 22]LogVulkanRHI: Warning:  ** LEAK 009 [0095d000-00019000] 102400  ImageRT 
02-08 22:46:48.273 25212 25240 D UE4     : 
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000BF2196BC libUE4.so(0x000000000722D6BC)!FAndroidPlatformStackWalk::CaptureStackBackTrace(unsigned long long*, unsigned int, void*)  []
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000BF138288 libUE4.so(0x000000000714C288)!VulkanRHI::FVulkanSubresourceAllocator::TryAllocate2(VulkanRHI::FVulkanAllocation&, FVulkanEvictable*, unsigned int, unsigned int, VulkanRHI::EVulkanAllocationMetaType, char const*, unsigned int)  []
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000BF139110 libUE4.so(0x000000000714D110)!VulkanRHI::FVulkanResourceHeap::AllocateResource(VulkanRHI::FVulkanAllocation&, FVulkanEvictable*, VulkanRHI::EType, unsigned int, unsigned int, bool, bool, VulkanRHI::EVulkanAllocationMetaType, bool, char const*, unsigned int)  []
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000BF13EC00 libUE4.so(0x0000000007152C00)!VulkanRHI::FMemoryManager::AllocateImageMemory(VulkanRHI::FVulkanAllocation&, FVulkanEvictable*, VkMemoryRequirements const&, unsigned int, VulkanRHI::EVulkanAllocationMetaType, bool, char const*, unsigned int)  []
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000BF1B0A2C libUE4.so(0x00000000071C4A2C)!FVulkanSurface::FVulkanSurface(FVulkanDevice&, FVulkanEvictable*, VkImageViewType, EPixelFormat, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, ETextureCreateFlags, ERHIAccess, FRHIResourceCreateInfo const&)  []
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000BF1B60F0 libUE4.so(0x00000000071CA0F0)!FVulkanTextureBase::FVulkanTextureBase(FVulkanDevice&, VkImageViewType, EPixelFormat, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, ETextureCreateFlags, ERHIAccess, FRHIResourceCreateInfo const&)  []
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000BF1B2B54 libUE4.so(0x00000000071C6B54)!FVulkanDynamicRHI::RHICreateTexture2D(unsigned int, unsigned int, unsigned char, unsigned int, unsigned int, ETextureCreateFlags, ERHIAccess, FRHIResourceCreateInfo&)  []
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000BF1CFB10 libUE4.so(0x00000000071E3B10)!FVulkanDynamicRHI::RHICreateTexture2D_RenderThread(FRHICommandListImmediate&, unsigned int, unsigned int, unsigned char, unsigned int, unsigned int, ETextureCreateFlags, ERHIAccess, FRHIResourceCreateInfo&)  []
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000C0B0BA38 libUE4.so(0x0000000008B1FA38)!RHICreateTargetableShaderResource2D(unsigned int, unsigned int, unsigned char, unsigned int, ETextureCreateFlags, ETextureCreateFlags, bool, bool, FRHIResourceCreateInfo&, TRefCountPtr<FRHITexture2D>&, TRefCountPtr<FRHITexture2D>&, unsigned int)  []
02-08 22:46:48.273 25212 25240 D UE4     : 0x00000000C3F3B69C libUE4.so(0x000000000BF4F69C)!FTextureRenderTarget2DResource::InitDynamicRHI()  []
02-08 22:46:48.273 25212 25240 D UE4     : 
02-08 22:46:48.273 25212 25240 D UE4     : 
02-08 22:46:48.273 25212 25240 D UE4     : [2023.02.08-22.46.48:273][ 22]LogVulkanRHI: Display: /******************************************* Device Memory ********************************************\
02-08 22:46:48.274 25212 25240 D UE4     : [2023.02.08-22.46.48:274][ 22]LogVulkanRHI: Display: 2 Device Memory Heaps; Max memory allocations 4096
02-08 22:46:48.274 25212 25240 D UE4     : [2023.02.08-22.46.48:274][ 22]LogVulkanRHI: Display:  0: Flags 0x1 Size 4294967296 (4096.00 MB) GPU
02-08 22:46:48.274 25212 25240 D UE4     : [2023.02.08-22.46.48:274][ 22]LogVulkanRHI: Display:  1: Flags 0x1 Size 268435456 (256.00 MB) GPU
02-08 22:46:48.274 25212 25240 D UE4     : [2023.02.08-22.46.48:274][ 22]LogVulkanRHI: Display: 7 Device Memory Types (unified)
02-08 22:46:48.274 25212 25240 D UE4     : [2023.02.08-22.46.48:274][ 22]LogVulkanRHI: Display:  0: Flags 0x00001 Heap  0  Local                                         
