--------- beginning of system
03-09 18:58:45.043  1052  8717 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity} from uid 2000
03-09 18:58:45.069  1052  1085 I ActivityManager: Start proc 14799:com.CraftyGoblinStudios.GroovyBeats/u0a217 for activity {com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity}
03-09 18:59:47.133  1846  2490 I OVRMediaService: onStartCommand Received message type: overlay_input_focus_change, caller package: com.oculus.vrshell, app identify: AppIdentity{uid=10020, packageNames=[com.oculus.vrshell], sha1=MxZgtt071YLz39PLrkVGckZooCE, sha2=3C-DTjwZQjeLFPB2yCzRq1nqZWa_9HMLIEfpjvyfna8, version=null, domain=null}
03-09 18:59:47.140   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:47.141   861  1042 D TrackingService: getSharedMemory: com.oculus.guardian, Controller
03-09 18:59:47.144   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:47.144   861  1042 D TrackingService: getSharedMemory: com.oculus.systemdriver, Controller
03-09 18:59:47.149  1846  2490 I OVRMediaService: Received OVERLAY_INPUT_FOCUS_CHANGE. is focused: true
03-09 18:59:47.155   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:47.157  1846  2261 W OVRLibrary: null cursor received for query content://com.oculus.ocms.library/apps/com.oculus.vrshell
03-09 18:59:47.159   836  1033 E CalibrationProvider: loadCalibration(LDISP_SN) failed: Calibration store didn't load any info
03-09 18:59:47.159   836  1033 E CalibrationProvider: loadCalibration(RDISP_SN) failed: Calibration store didn't load any info
03-09 18:59:47.160   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:47.160  1846  2009 W OVRLibrary: null cursor received for query content://com.oculus.ocms.library/apps/com.CraftyGoblinStudios.GroovyBeats
03-09 18:59:47.161   861  1042 D TrackingService: getSharedMemory: com.oculus.vrshell, Controller
03-09 18:59:47.161  2057 15252 I chatty  : uid=10020(com.oculus.vrshell) OVRInput expire 5 lines
03-09 18:59:47.165 14799 14832 D UE4     : [2023.03.09-18.59.47:165][896]LogAndroid: Case APP_CMD_LOST_FOCUS
03-09 18:59:47.165 14799 14832 D UE4     : LogAndroidEvents::EnqueueAppEvent : 10, [width=-1, height=-1], tid = 14832, APP_EVENT_STATE_WINDOW_LOST_FOCUS
03-09 18:59:47.167   836  1033 E CalibrationProvider: loadCalibration(LDISP_SN) failed: Calibration store didn't load any info
03-09 18:59:47.168   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:47.171   836  1033 E CalibrationProvider: loadCalibration(RDISP_SN) failed: Calibration store didn't load any info
03-09 18:59:47.173  1846  2009 I OVRMediaServiceManager: Sending onAppStart (com.CraftyGoblinStudios.GroovyBeats) to SocialPlatform (com.oculus.socialplatform)
03-09 18:59:47.174 14799 14831 D UE4     : [2023.03.09-18.59.47:174][897]LogAndroidEvents: Display: LogAndroidEvents::DequeueAppEvent : 10, [width=-1, height=-1], APP_EVENT_STATE_WINDOW_LOST_FOCUS
03-09 18:59:47.174  1260  2750 I chatty  : uid=10025(com.oculus.systemdriver) Thread-10 expire 12 lines
03-09 18:59:47.174 14799 14831 D UE4     : FAppEventManager::Tick processing, 10
03-09 18:59:47.184  3023  3151 I [CT]    : MIXEDREALITY: MrFeatureStatus: Client status changed from Paused to Started.
03-09 18:59:47.184  3023  3151 I [CT]    : MIXEDREALITY: MrFeatureStatus: Target status Started, CurrentStatus: Paused
03-09 18:59:47.184  3023  3151 I [CT]    : MIXEDREALITY: MrFeatureStatus: Operation chain: Start
03-09 18:59:47.184  3023  3151 I [CT]    : MIXEDREALITY: MrFeatureStatus: Global status changed from Paused to Started.
03-09 18:59:47.185  3023  3151 I [CT]    : MIXEDREALITY: MrServiceController: Queuing command linked to operation Start for feature 0
03-09 18:59:47.185  3023  3139 I [CT]    : MIXEDREALITY: MrServiceController: Executing passthroughStart on model
03-09 18:59:47.185  3023  3139 I [CT]    : MIXEDREALITY: MrServiceModel: passthroughStart()
03-09 18:59:47.185  3023  3139 I [CT]    : MIXEDREALITY: MrServiceModel: passthroughStart: Started Passthrough
03-09 18:59:47.185  3023  3139 I [CT]    : MIXEDREALITY: MrServiceView: renderIteration: Nothing to render, hibernating the rendering thread since ID is off and no active PT layers.
03-09 18:59:47.185  3023  3139 I [CT]    : MIXEDREALITY: MrServiceModel: Hibernating caller (most likely rendering thread) due to commandQueue being empty.
03-09 18:59:47.193  1052  7743 E ActivityManager: Sending non-protected broadcast com.oculus.systemactivities.BEGIN_VIDEO_CAPTURE_WITH_SURFACE from system 1639:com.oculus.companion.server/1000 pkg com.oculus.companion.server
03-09 18:59:47.193  1052  7743 E ActivityManager: java.lang.Throwable
03-09 18:59:47.193  1052  7743 E ActivityManager: 	at com.android.server.am.ActivityManagerService.checkBroadcastFromSystem(ActivityManagerService.java:15152)
03-09 18:59:47.193  1052  7743 E ActivityManager: 	at com.android.server.am.ActivityManagerService.broadcastIntentLocked(ActivityManagerService.java:15709)
03-09 18:59:47.193  1052  7743 E ActivityManager: 	at com.android.server.am.ActivityManagerService.broadcastIntentLocked(ActivityManagerService.java:15169)
03-09 18:59:47.193  1052  7743 E ActivityManager: 	at com.android.server.am.ActivityManagerService.broadcastIntent(ActivityManagerService.java:15945)
03-09 18:59:47.193  1052  7743 E ActivityManager: 	at android.app.IActivityManager$Stub.onTransact(IActivityManager.java:1972)
03-09 18:59:47.193  1052  7743 E ActivityManager: 	at com.android.server.am.ActivityManagerService.onTransact(ActivityManagerService.java:2789)
03-09 18:59:47.193  1052  7743 E ActivityManager: 	at android.os.Binder.execTransactInternal(Binder.java:1021)
03-09 18:59:47.193  1052  7743 E ActivityManager: 	at android.os.Binder.execTransact(Binder.java:994)
03-09 18:59:47.198  1052  7743 I DropBoxManagerService: add tag=system_server_wtf isTagEnabled=true flags=0x2
03-09 18:59:47.201  1260  1260 I chatty  : uid=10025(com.oculus.systemdriver) com.oculus.vrruntimeservice expire 7 lines
03-09 18:59:47.203  1605  1605 D OculusNotificationListenerService: Notification posted: 0|android|0|com.android.server.wm.AlertWindowNotification - com.oculus.vrshell|1000
03-09 18:59:47.205  2057 15255 I chatty  : uid=10020(com.oculus.vrshell) OVR::Stats expire 4 lines
03-09 18:59:47.208   723   907 I audio_hw_primary: getting vr mode to 0
03-09 18:59:47.210   748  5826 I AudioPolicyManagerCustom: VR mode is 0, switch to primary output if request is for fast|raw
03-09 18:59:47.213  1260  2718 I chatty  : uid=10025(com.oculus.systemdriver) ClientRequest expire 1 line
03-09 18:59:47.221   748  5826 W AudioFlinger: createTrack_l(): mismatch between requested flags (00000104) and output flags (00000006)
03-09 18:59:47.221   748  5826 D AudioFlinger: Client defaulted notificationFrames to 192 for frameCount 384
03-09 18:59:47.225   748  5826 D AF::TrackHandle: OpPlayAudio: track:123 uid:10020 pkg:com.oculus.vrshell usage:1 not muted
03-09 18:59:47.236  1294  1294 V AvrcpMediaPlayerList: onPlaybackConfigChanged(): Configs list size=15
03-09 18:59:47.244  2057 15257 I chatty  : uid=10020(com.oculus.vrshell) AudioTrack expire 2 lines
03-09 18:59:47.245  1294  1294 V AvrcpMediaPlayerList: onPlaybackConfigChanged(): Configs list size=15
03-09 18:59:47.246  1294  1294 V AvrcpMediaPlayerList: onPlaybackConfigChanged(): Configs list size=15
03-09 18:59:47.250  1846  2322 I OVRPlatform: [CapturedAudioRenderer] Lazy create buffer trackID 617, size 48000
03-09 18:59:47.263  1846  2009 E OVRMediaServiceManager: LivestreamingManager Not initialized
03-09 18:59:47.269  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.270  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.278  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.280  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.280  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.283  2368 14839 I chatty  : uid=10046(com.oculus.socialplatform) OkHttp Dispatch identical 12 lines
03-09 18:59:47.284  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.284  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.284  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.285  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.289  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.291  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.292  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.295  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.296  2368 14839 E DeviceConfigVersionMapBuilder: Something went wrong when building version map.
03-09 18:59:47.334  2303  2348 E LibraryStorage: Attempting to edit app that is not entitled
03-09 18:59:47.335   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 9 lines
03-09 18:59:47.348   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:47.352  1260  3172 I chatty  : uid=10025(com.oculus.systemdriver) Binder:1260_5 expire 7 lines
03-09 18:59:47.352  1260  2737 I chatty  : uid=10025(com.oculus.systemdriver) Binder:1260_3 expire 2 lines
03-09 18:59:47.352  1260  5650 I chatty  : uid=10025(com.oculus.systemdriver) Binder:1260_6 expire 13 lines
03-09 18:59:47.352  1260  3172 I chatty  : uid=10025(com.oculus.systemdriver) Binder:1260_5 expire 2 lines
03-09 18:59:47.353  1260  2737 I chatty  : uid=10025(com.oculus.systemdriver) Binder:1260_3 expire 6 lines
03-09 18:59:47.362  5987  8714 I chatty  : uid=10026(com.oculus.systemux) Binder:5987_5 expire 1 line
03-09 18:59:47.374   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:47.418  1846  1868 W System  : A resource failed to call release. 
03-09 18:59:47.421  2057 15259 I chatty  : uid=10020(com.oculus.vrshell) FenceChecker expire 1 line
03-09 18:59:47.421  1846  1868 W System  : A resource failed to call release. 
03-09 18:59:47.444  1052  8720 I DisplayManagerService: Display device added: DisplayDeviceInfo{"com.oculus.android_panel_app.AndroidPanelLayer-controlbar4": uniqueId="virtual:com.oculus.systemux,10026,com.oculus.android_panel_app.AndroidPanelLayer-controlbar4,0", 1250 x 50, modeId 117, defaultModeId 117, supportedModes [{id=117, width=1250, height=50, fps=60.0}], colorMode 0, supportedColorModes [0], HdrCapabilities null, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, state OFF, owner com.oculus.systemux (uid 10026), FLAG_PRIVATE, FLAG_NEVER_BLANK, FLAG_OWN_CONTENT_ONLY}
03-09 18:59:47.462  1052 11903 I DisplayManagerService: Display device removed: DisplayDeviceInfo{"com.oculus.android_panel_app.AndroidPanelLayer-controlbar4": uniqueId="virtual:com.oculus.systemux,10026,com.oculus.android_panel_app.AndroidPanelLayer-controlbar4,0", 1250 x 50, modeId 117, defaultModeId 117, supportedModes [{id=117, width=1250, height=50, fps=60.0}], colorMode 0, supportedColorModes [0], HdrCapabilities null, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, state OFF, owner com.oculus.systemux (uid 10026), FLAG_PRIVATE, FLAG_NEVER_BLANK, FLAG_OWN_CONTENT_ONLY}
03-09 18:59:47.464  1052  8720 I DisplayManagerService: Display device added: DisplayDeviceInfo{"com.oculus.android_panel_app.AndroidPanelLayer-controlbar4": uniqueId="virtual:com.oculus.systemux,10026,com.oculus.android_panel_app.AndroidPanelLayer-controlbar4,0", 1000 x 50, modeId 118, defaultModeId 118, supportedModes [{id=118, width=1000, height=50, fps=60.0}], colorMode 0, supportedColorModes [0], HdrCapabilities null, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, state OFF, owner com.oculus.systemux (uid 10026), FLAG_PRIVATE, FLAG_NEVER_BLANK, FLAG_OWN_CONTENT_ONLY}
03-09 18:59:47.480  1052  1076 W InputReader: Device has associated, but no associated display id.
03-09 18:59:47.526  1052  1076 W InputReader: Device has associated, but no associated display id.
03-09 18:59:47.530  1052  1078 I DisplayManagerService: Display device changed state: "com.oculus.android_panel_app.AndroidPanelLayer-controlbar4", ON
03-09 18:59:47.532  1052  1078 W InputReader: Device has associated, but no associated display id.
03-09 18:59:47.532  1052  1078 I ActivityTaskManager: Override config changes=20005df8 {0.0 ?mcc?mnc ?localeList ?layoutDir sw40dp w800dp h40dp 200dpi nrml long land ?uimode ?night -touch qwerty/v/v -nav/h winConfig={ mBounds=Rect(0, 0 - 1000, 50) mAppBounds=Rect(0, 0 - 1000, 50) mWindowingMode=fullscreen mDisplayWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0}} for displayId=57
03-09 18:59:47.537  1052  7743 E WindowManager: App trying to use insecure INPUT_FEATURE_NO_INPUT_CHANNEL flag. Ignoring
03-09 18:59:47.573  1260  2750 I chatty  : uid=10025(com.oculus.systemdriver) Thread-10 expire 5 lines
03-09 18:59:47.642  2057  2073 I chatty  : uid=10020(com.oculus.vrshell) FinalizerDaemon expire 6 lines
03-09 18:59:47.673   861 15045 I [CT]    : VIPER: Mode=SuperVega,Status=6DoF,TRACKING,Inl=20,Mem=87.2,Jit=0.3mm,Issues(Cam/min=0.0,IMU/min=0.0),Exp=(13.5ms,g=15.0,I=75,Ir=372.4)(14.0ms,g=15.0,I=92,Ir=442.4)(14.0ms,g=15.0,I=104,Ir=495.3)(9.8ms,g=13.0,I=74,Ir=581.6)
03-09 18:59:47.673   861 15045 W [CT]    : VIPER: Images too dark, 
03-09 18:59:47.688   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 16 lines
03-09 18:59:47.724   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:47.726   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:47.759   861  1193 I [CT]    : Vega:MapBuilderBase: Created keyRig with frameID 12422 and uid daaf149a
03-09 18:59:47.761   861  1193 W [CT]    : Vega:MapBuilderBase: Cannot run Cklam due to last KR invalid. last frameID 0,  this frameID 12422
03-09 18:59:47.769   861  1193 I [CT]    : KEYPOINT_CACHE: New keyrig added has 284 corners and 74 tracks to immature points that will be used to extract descriptors and insert into the index.
03-09 18:59:47.773   861  1193 I [CT]    : MapCullingTask: Culled 0 L1 nodes, 1 individual keyrigs, and 2 individual points
03-09 18:59:47.778   861  1193 I [CT]    : VegaBAOptimize: Num points adjusted: 798 fixed: 0 Num residuals in-in: 3034 in-out: 447 out-in: 0 fixed (out-out): 0 outside ROI: 0 total: 3682
03-09 18:59:47.787   861  1195 I [CT]    : VIPER:DEEP_DESCRIPTOR: Computing Deep Descriptors using gravity orientation.
03-09 18:59:47.789   861  1193 I [CT]    : VegaBAOptimize: Total: neighbor 3 L1s, adjust 2 L1s. KRs 49  Points 798  Cameras 196  OutsideFixedKR 19  AdjustKR 30  Imus 7
03-09 18:59:47.802   828 15187 I OMX-VENC: venc_dev: stats: avg. fps 23.94, bitrate 4325624
03-09 18:59:48.005 14799 15109 I VrApi   : FPS=72/72,Prd=47ms,Tear=0,Early=71,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=1,Fov=0,CPU4/GPU=4/4,2419/525MHz,OC=FF,TA=0/70/70,SP=N/F/F,Mem=2092MHz,Free=1976MB,PLS=0,Temp=27.5C/0.0C,TW=2.81ms,App=5.87ms,GD=0.11ms,CPU&GPU=12.11ms,LCnt=3(DR0,LM3),GPU%=0.72,CPU%=0.52(W0.57),DSF=1.00,CFL=19.61/21.45
03-09 18:59:48.010   861  1195 I [CT]    : VEGA_LOCALIZER: Computed 981 orb descriptors that will be used for PBR or Orphans descriptor
03-09 18:59:48.010   861  1195 I [CT]    : VEGA_LOCALIZER: Computed 1046 udeep descriptors that will be used for PBR or Orphans descriptor
03-09 18:59:48.073  1260 15059 I chatty  : uid=10025(com.oculus.systemdriver) OVR::TimeWarp expire 1 line
03-09 18:59:48.081   861  1193 I [CT]    : VegaBAOptimize: resRemoved = 73, pntRemoved = 4
03-09 18:59:48.090   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 18 lines
03-09 18:59:48.092   861  1193 I [CT]    : VEGA_LOCALIZER: Added 202 orb descriptors to the index. It has 56465 descriptors for 2618 points, with stdev 0.3773997724056244 and max 2.01753306388855.
03-09 18:59:48.095   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:48.096   861  1193 I [CT]    : VEGA_LOCALIZER: Added 229 udeep descriptors to the index. It has 57202 descriptors for 2618 points, with stdev 0.37736451625823975 and max 2.3182406425476074.
03-09 18:59:48.096   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:48.178   861 15045 W [CT]    : TIMESTAMPCHECKER: Nominal rate wrong. Estimated data rate: 25, Nominal is 30.000300003000028
03-09 18:59:48.237   861  1193 I [CT]    : VIPER: InternalAnchorHealthMonitor: Anchors: 3 | Persistent anchors: 2 | Anchors never observed: 2
03-09 18:59:48.237   861  1193 I [CT]    :   (min/avg/max) Anchor landmarks: (8|12.666666666666666|17) | Covisible keyframes: (7|8.666666666666666|12) | Times since observation: (0|0|0)
03-09 18:59:48.297 13337 13425 I chatty  : uid=10033(com.oculus.xrstreamingclient) xrsp-rt-read expire 2 lines
03-09 18:59:48.355   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 12 lines
03-09 18:59:48.369   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:48.370   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:48.480   861  1193 W [CT]    : VEGA_MAP_BUILDER: Resolved a potential TrackToMapPointAssosiation conflict between tracks 9568270 (index = 146, version = 14) and 11403291 (index = 174, version = 27). Point handle: 1437 0.
03-09 18:59:48.616   861  1042 I chatty  : uid=1000(system) Binder:861_2 identical 12 lines
03-09 18:59:48.625   861  1042 W TrackingService: attachClient: found client in attached list
03-09 18:59:48.626   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:48.789  1052  8717 I DisplayManagerService: Display device added: DisplayDeviceInfo{"com.oculus.android_panel_app.AndroidPanelLayer-tooltip": uniqueId="virtual:com.oculus.systemux,10026,com.oculus.android_panel_app.AndroidPanelLayer-tooltip,0", 1250 x 1250, modeId 119, defaultModeId 119, supportedModes [{id=119, width=1250, height=1250, fps=60.0}], colorMode 0, supportedColorModes [0], HdrCapabilities null, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, state OFF, owner com.oculus.systemux (uid 10026), FLAG_PRIVATE, FLAG_NEVER_BLANK, FLAG_OWN_CONTENT_ONLY}
03-09 18:59:48.804   828 15187 I OMX-VENC: venc_dev: stats: avg. fps 23.95, bitrate 4737702
03-09 18:59:48.805  1052  8717 I DisplayManagerService: Display device removed: DisplayDeviceInfo{"com.oculus.android_panel_app.AndroidPanelLayer-tooltip": uniqueId="virtual:com.oculus.systemux,10026,com.oculus.android_panel_app.AndroidPanelLayer-tooltip,0", 1250 x 1250, modeId 119, defaultModeId 119, supportedModes [{id=119, width=1250, height=1250, fps=60.0}], colorMode 0, supportedColorModes [0], HdrCapabilities null, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, state OFF, owner com.oculus.systemux (uid 10026), FLAG_PRIVATE, FLAG_NEVER_BLANK, FLAG_OWN_CONTENT_ONLY}
03-09 18:59:48.806  1052 11903 I DisplayManagerService: Display device added: DisplayDeviceInfo{"com.oculus.android_panel_app.AndroidPanelLayer-tooltip": uniqueId="virtual:com.oculus.systemux,10026,com.oculus.android_panel_app.AndroidPanelLayer-tooltip,0", 110 x 65, modeId 120, defaultModeId 120, supportedModes [{id=120, width=110, height=65, fps=60.0}], colorMode 0, supportedColorModes [0], HdrCapabilities null, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, state OFF, owner com.oculus.systemux (uid 10026), FLAG_PRIVATE, FLAG_NEVER_BLANK, FLAG_OWN_CONTENT_ONLY}
